TF	target	score
ATF2	NR4A2	1
ATF2	AGPAT1	1
ATF2	NCDN	1
ATF2	PGAP2	1
ATF2	MIR1179	1
ATF2	NPM1	1
ATF2	TLE3	1
ATF2	PTPN14	1
ATF2	B4GALNT4	1
ATF2	ACBD4	1
ATF2	PPP1R10	1
ATF2	PITPNA	1
ATF2	PPP1R12C	1
ATF2	ABHD16A	1
ATF2	ADAP1	1
ATF2	CLASP2	1
ATF2	UBQLN1	1
ATF2	SSBP3	1
ATF2	PPARD	1
ATF2	IKBKB	1
ATF2	HNRNPA3	1
ATF2	TNFRSF12A	1
ATF2	FAM189B	1
ATF2	STAT3	1
ATF2	PRPF40A	1
ATF2	CBX4	1
ATF2	EOGT	1
ATF2	MAF	1
ATF2	EEF2	1
ATF2	BAZ1B	1
ATF2	HLA-E	1
ATF2	HNRNPA2B1	1
ATF2	C6orf47	1
ATF2	RAD51C	1
ATF2	PAK1	1
ATF2	JARID2	1
ATF2	OPA3	1
ATF2	C1orf74	1
ATF2	SREBF1	1
ATF2	RB1	1
ATF2	PRELID1	1
ATF2	CDK2	1
ATF2	BTG2	1
ATF2	MPZL3	1
ATF2	RPS18	1
ATF2	SNORD37	1
ATF2	DSE	1
ATF2	TYMP	1
ATF2	TMEM198	1
ATF2	PLCD3	1
ATF2	PJA2	1
ATF2	YWHAZ	1
ATF2	SIK3	1
ATF2	RPS29	1
ATF2	RPL13	1
ATF2	BRD2	1
ATF2	CAMK2D	1
ATF2	MIR5188	1
ATF2	MKLN1	1
ATF2	FLOT1	1
ATF2	SND1	1
ATF2	IER3	1
ATF2	SKIL	1
ATF2	CCDC130	1
ATF2	WDR48	1
ATF2	CLDN6	1
ATF2	NF1	1
ATF2	AIMP2	1
ATF2	LETM2	1
ATF2	ANKRD40	1
ATF2	RAI1	1
ATF2	MUC1	1
ATF2	ATF3	1
ATF2	CCDC28A	1
ATF2	MIR3193	1
ATF2	SREBF2	1
ATF2	HIST2H2BE	1
ATF2	EPHA2	1
ATF2	PPP2R5B	1
ATF2	SNORD68	1
ATF2	VPS37B	1
ATF2	SIDT1	1
ATF2	IFT57	1
ATF2	IRF2BPL	1
ATF2	DNAJB11	1
ATF2	ZNF335	1
ATF2	SRSF1	1
ATF2	UNK	1
ATF2	RUNDC3A	1
ATF2	CCDC85C	1
ATF2	ALDH6A1	1
ATF2	BCL2L13	1
ATF2	MBD6	1
ATF2	PMEL	1
ATF2	MIR1204	1
ATF2	TNFAIP1	1
ATF2	KIAA0232	1
ATF2	PPM1K	1
ATF2	TRMT61A	1
ATF2	VWA7	1
ATF2	LY6G6D	1
ATF2	AMOTL2	1
ATF2	ELL2	1
ATF2	ENSA	1
ATF2	DDIT3	1
ATF2	MAPK6	1
ATF2	LY6G6F	1
ATF2	HSP90AB1	1
ATF2	LUZP1	1
ATF2	MAP3K1	1
ATF2	NUP98	1
ATF2	TEAD1	1
ATF2	JAG1	1
ATF2	CSNK2B	1
ATF2	UBE2H	1
ATF2	STIM1	1
ATF2	TTLL5	1
ATF2	ERF	1
ATF2	LONRF1	1
ATF2	PCBP1-AS1	1
ATF2	CLASP1	1
ATF2	PTPRU	1
ATF2	THADA	1
ATF2	HIVEP2	1
ATF2	ANKS1A	1
ATF2	FAM131A	1
ATF2	LMBRD1	1
ATF2	CLTB	1
ATF2	EHD1	1
ATF2	MAFF	1
ATF2	ELOVL5	1
ATF2	RELB	1
ATF2	RAB5B	1
ATF2	KIAA1217	1
ATF2	HFE	1
ATF2	TBCC	1
ATF2	MXI1	1
ATF2	EHD4	1
ATF2	HMGA1	1
ATF2	NBN	1
ATF2	KIAA0556	1
ATF2	KDM5B	1
ATF2	SYNGR1	1
ATF2	ZNRD1-AS1	1
ATF2	LEKR1	1
ATF2	SLC12A6	1
ATF3	MRVI1-AS1	1
ATF3	CDS2	1
ATF3	STX5	1
ATF3	DDX19B	1
ATF3	CDKL3	1
ATF3	CSNK1A1	1
ATF3	MIR212	1
ATF3	FLJ27354	1
ATF3	RNF32	1
ATF3	SLC25A46	1
ATF3	ZCWPW1	1
ATF3	PSD3	1
ATF3	SIRT2	1
ATF3	RNF44	1
ATF3	CYHR1	1
ATF3	KIF17	1
ATF3	ZBTB7A	1
ATF3	FAM117B	1
ATF3	IL11	1
ATF3	CIRBP-AS1	1
ATF3	MAST1	1
ATF3	LRIF1	1
ATF3	RPS27	1
ATF3	CDHR3	1
ATF3	ARF4	1
ATF3	DUSP1	1
ATF3	TMEM147	1
ATF3	SLC25A3	1
ATF3	YY1	1
ATF3	GPBP1	1
ATF3	ZZEF1	1
ATF3	MYNN	1
ATF3	C19orf26	1
ATF3	ADK	1
ATF3	NDUFA10	1
ATF3	INHBE	1
ATF3	KLF13	1
ATF3	MYEF2	1
ATF3	ITFG2	1
ATF3	GCLC	1
ATF3	JUND	1
ATF3	ZNF593	1
ATF3	MAP3K13	1
ATF3	YME1L1	1
ATF3	HCFC1	1
ATF3	WFDC3	1
ATF3	ACAP3	1
ATF3	TLE3	1
ATF3	CUL5	1
ATF3	CXCR5	1
ATF3	CCDC47	1
ATF3	TMTC4	1
ATF3	ABRACL	1
ATF3	PGS1	1
ATF3	HP1BP3	1
ATF3	C6orf223	1
ATF3	MKLN1	1
ATF3	FLOT1	1
ATF3	IER3	1
ATF3	CLDN6	1
ATF3	LRP3	1
ATF3	LOX	1
ATF3	MIR132	1
ATF3	NFKBIB	1
ATF3	PPP2R5B	1
ATF3	C1orf21	1
ATF3	RUNDC3A	1
ATF3	NUBPL	1
ATF3	CRY1	1
ATF3	MMP2	1
ATF3	VWA7	1
ATF3	TRAPPC10	1
ATF3	AMOTL2	1
ATF3	DNAJC9	1
ATF3	DDIT3	1
ATF3	ANKRD13C	1
ATF3	GPR56	1
ATF3	TUBGCP2	1
ATF3	TTLL5	1
ATF3	ANKS1A	1
ATF3	FAM47E	1
ATF3	C4orf33	1
ATF3	CFL2	1
ATF3	USP2	1
ATF3	CEP57	1
ATF3	ZFX	1
ATF3	CIDECP	1
ATF3	TGIF2	1
ATF3	DNTTIP1	1
ATF3	ULK2	1
ATF3	NUF2	1
ATF3	EML6	1
ATF3	FOXD3	1
ATF3	RING1	1
ATF3	DNMBP	1
ATF3	C6orf106	1
ATF3	DDX28	1
ATF3	RASAL1	1
ATF3	FN1	1
ATF3	TM9SF3	1
ATF3	GGNBP2	1
ATF3	NRIP3	1
ATF3	FAM63B	1
ATF3	SMAD3	1
ATF3	HTRA2	1
ATF3	LARP7	1
ATF3	TRAK1	1
ATF3	SPI1	1
ATF3	AANAT	1
ATF3	XPO7	1
ATF3	PDLIM3	1
ATF3	STAMBP	1
ATF3	NFIL3	1
ATF3	BATF3	1
ATF3	MIR4733	1
ATF3	HDLBP	1
ATF3	CCND2	1
ATF3	CHPF	1
ATF3	LIG3	1
ATF3	RAB37	1
ATF3	TDG	1
ATF3	KAT5	1
ATF3	VAMP3	1
ATF3	RUSC1	1
ATF3	HOMER1	1
ATF3	DQX1	1
ATF3	ANAPC2	1
ATF3	MRRF	1
ATF3	SWI5	1
ATF3	TRMT2A	1
ATF3	ACBD4	1
ATF3	SLC44A4	1
ATF3	KCNN2	1
ATF3	SSBP3	1
ATF3	HNRNPA3	1
ATF3	GATA4	1
ATF3	STAT3	1
ATF3	CDKL5	1
ATF3	CBX4	1
ATF3	NFKB1	1
ATF3	PAK1	1
ATF3	METTL4	1
ATF3	SREBF1	1
ATF3	HNRNPU	1
ATF3	ALKBH5	1
ATF3	PJA2	1
ATF3	BRD2	1
ATF3	AK4	1
ATF3	KRTCAP2	1
ATF3	SND1	1
ATF3	EPDR1	1
ATF3	KLHL12	1
ATF3	FBXO4	1
ATF3	SECISBP2	1
ATF3	PARD6A	1
ATF3	ISCU	1
ATF3	GK	1
ATF3	SNORA28	1
ATF3	JOSD1	1
ATF3	DNAJB11	1
ATF3	RAB7A	1
ATF3	RAB11FIP3	1
ATF3	TMEM86A	1
ATF3	LY6G6D	1
ATF3	ELL2	1
ATF3	SMARCD1	1
ATF3	MON2	1
ATF3	LDHA	1
ATF3	ATP5G1	1
ATF3	ERF	1
ATF3	ASPSCR1	1
ATF3	EIF5	1
ATF3	CLASP1	1
ATF3	FAM131A	1
ATF3	PEX5	1
ATF3	IBA57	1
ATF3	NPTX1	1
ATF3	ELOVL5	1
ATF3	PLCB3	1
ATF3	PACRGL	1
ATF3	ATG16L2	1
ATF3	CORO6	1
ATF3	JUNB	1
ATF3	TM9SF4	1
ATF3	UBA52	1
ATF3	CHMP4B	1
ATF3	TRIM65	1
ATF3	ADRA1B	1
ATF3	MARK4	1
ATF3	SAMD4B	1
ATF3	MIR4646	1
ATF3	OSM	1
ATF3	PAX6	1
ATF3	MAN1B1	1
ATF3	NEK1	1
ATF3	ITM2C	1
ATF3	CHD1	1
ATF3	SETD5	1
ATF3	CSRP2BP	1
ATF3	FOSB	1
ATF3	PET117	1
ATF3	RCE1	1
ATF3	ELAVL1	1
ATF3	DNAJB2	1
ATF3	EMC3	1
ATF3	TOB1	1
ATF3	KBTBD6	1
ATF3	CRABP2	1
ATF3	SNX16	1
ATF3	COX4I1	1
ATF3	IPO11	1
ATF3	MIR378D2	1
ATF3	YTHDF1	1
ATF3	KAT7	1
ATF3	PRR3	1
ATF3	ADIPOR2	1
ATF3	GUK1	1
ATF3	TOM1	1
ATF3	ID1	1
ATF3	NR4A3	1
ATF3	TSSK3	1
ATF3	USP8	1
ATF3	FRS3	1
ATF3	COX8A	1
ATF3	MIR3646	1
ATF3	ATP6V0C	1
ATF3	FBXO42	1
ATF3	NR4A2	1
ATF3	JAK1	1
ATF3	ADIPOR1	1
ATF3	AHCYL2	1
ATF3	CYSTM1	1
ATF3	SEC24A	1
ATF3	RIC8B	1
ATF3	PPP1R12C	1
ATF3	ZNF746	1
ATF3	PPIG	1
ATF3	PCYT1A	1
ATF3	C12orf66	1
ATF3	SH2D2A	1
ATF3	C6orf47	1
ATF3	ARIH1	1
ATF3	SS18L1	1
ATF3	SHC3	1
ATF3	TYMP	1
ATF3	ARF1	1
ATF3	OTUB2	1
ATF3	SIK3	1
ATF3	PKP4	1
ATF3	MAP4K5	1
ATF3	PI4K2B	1
ATF3	MIR497HG	1
ATF3	HHIP	1
ATF3	IZUMO1	1
ATF3	MUC1	1
ATF3	ATF3	1
ATF3	B4GALT2	1
ATF3	RNF7	1
ATF3	SRSF1	1
ATF3	ZNF503-AS2	1
ATF3	BCL2L13	1
ATF3	NAV2	1
ATF3	CD82	1
ATF3	RORA	1
ATF3	PRR14	1
ATF3	FLNC	1
ATF3	FAM49B	1
ATF3	UAP1	1
ATF3	RGL2	1
ATF3	ZNF576	1
ATF3	EPG5	1
ATF3	SYN1	1
ATF3	GCC1	1
ATF3	SIK2	1
ATF3	FAM167A	1
ATF3	PYY	1
ATF3	KIAA0556	1
ATF3	MGA	1
ATF3	CITED4	1
ATF3	TSPAN31	1
ATF3	LRRC8A	1
ATF3	FKBP2	1
ATF3	MXD1	1
ATF3	MBNL1	1
ATF3	CREM	1
ATF3	EFR3A	1
ATF3	ZNF367	1
ATF3	SCO2	1
ATF3	SASH1	1
ATF3	MRPL54	1
ATF3	ERP29	1
ATF3	CSNK1G2	1
ATF3	LGALS4	1
ATF3	PER1	1
ATF3	MAP2K1	1
ATF3	C2orf43	1
ATF3	LPP	1
ATF3	ANKRD11	1
ATF3	FILIP1L	1
ATF3	GOLPH3	1
ATF3	DNAJC27	1
ATF3	GPR20	1
ATF3	PINX1	1
ATF3	STUB1	1
ATF3	CNTROB	1
ATF3	MIR4444-1	1
ATF3	DYNC2LI1	1
ATF3	DNAJC7	1
ATF3	AUP1	1
ATF3	JAG2	1
ATF3	ABHD16A	1
ATF3	CLASP2	1
ATF3	SIDT2	1
ATF3	UBQLN1	1
ATF3	HGSNAT	1
ATF3	PRELID1	1
ATF3	PHPT1	1
ATF3	SRPR	1
ATF3	ENOPH1	1
ATF3	ZNF184	1
ATF3	SKIL	1
ATF3	ASNS	1
ATF3	RPLP0P2	1
ATF3	NDEL1	1
ATF3	RHBDL1	1
ATF3	ARMCX6	1
ATF3	LTBP4	1
ATF3	ERC1	1
ATF3	SMAD1	1
ATF3	PRKCE	1
ATF3	JDP2	1
ATF3	TMEM175	1
ATF3	UNK	1
ATF3	CSDC2	1
ATF3	PMEL	1
ATF3	SPACA5	1
ATF3	JUN	1
ATF3	RFT1	1
ATF3	EIF3A	1
ATF3	DUSP23	1
ATF3	SPAG7	1
ATF3	TRAP1	1
ATF3	GMPPB	1
ATF3	ALG14	1
ATF3	HIVEP2	1
ATF3	CLTB	1
ATF3	EHD1	1
ATF3	MAFF	1
ATF3	CAMK2N1	1
ATF3	GDF15	1
ATF3	NPPC	1
ATF3	ATRX	1
ATF3	ENTPD4	1
ATF3	IGF2BP2	1
ATF3	TNKS1BP1	1
ATF3	SNAP25	1
ATF3	FAM217B	1
ATF3	TAPT1	1
ATF5	NEK1	1
ATF5	LEKR1	1
BACH1	TUBA4B	1
BACH1	HMOX1	1
BACH1	NRARP	1
BACH1	TUBB2A	1
BACH1	HN1	1
BACH1	EML3	1
BACH1	UBC	1
BACH1	MAFG	1
BACH1	CCDC64	1
BACH1	SQSTM1	1
BACH1	GCLC	1
BACH1	CIRBP	1
BACH1	GAST	1
BACH1	RFFL	1
BACH1	TREX1	1
BACH1	RPS6KA4	1
BACH1	ACAP2	1
BACH1	MAFG-AS1	1
BACH1	EPDR1	1
BACH1	PSMA5	1
BACH1	LMNA	1
BACH1	CAST	1
BACH1	TRAF3	1
BACH1	KLC1	1
BACH1	FKBP5	1
BACH2	TUBA4B	1
BACH2	USP14	1
BACH2	RERE	1
BACH2	ZBTB7B	1
BACH2	HMOX1	1
BACH2	CCDC64	1
BACH2	SOD1	1
BACH2	ACADVL	1
BACH2	BCAP31	1
BACH2	KIAA0922	1
BACH2	SNORD10	1
BACH2	GAPDH	1
BACH2	VDR	1
BACH2	ISG20	1
BACH2	IGF1R	1
BACH2	ZFP36	1
BACH2	MIR4322	1
BACH2	CLCF1	1
BACH2	ALDOA	1
BACH2	ADCK4	1
BACH2	MAFG	1
BACH2	MLH1	1
BACH2	SQSTM1	1
BACH2	SATB1	1
BACH2	MAD2L1BP	1
BACH2	GHITM	1
BACH2	SNORA67	1
BACH2	C15orf62	1
BACH2	SLC25A45	1
BACH2	MME	1
BACH2	TUBB3	1
BACH2	SLC1A5	1
BACH2	STK40	1
BACH2	MAP2K3	1
BACH2	ELMO1	1
BACH2	SRXN1	1
BACH2	ATN1	1
BACH2	MAPRE2	1
BACH2	CIRBP	1
BACH2	KIAA0226	1
BACH2	PTGES3	1
BACH2	KIAA0368	1
BACH2	RFFL	1
BACH2	ACAP2	1
BACH2	MAFG-AS1	1
BACH2	PLEKHH3	1
BACH2	ROCK2	1
BACH2	BACH1	1
BACH2	MDC1	1
BACH2	LSR	1
BACH2	SETD1A	1
BACH2	UNK	1
BACH2	PSMC2	1
BACH2	IL7R	1
BACH2	ABCF3	1
BACH2	E2F6	1
BACH2	PDE4A	1
BACH2	TTC22	1
BACH2	ARSG	1
BACH2	GABARAPL1	1
BACH2	EIF4A1	1
BCL3	NFKB2	1
BCL3	SHC1	1
BCL3	RELA	1
BCL3	GSK3A	1
BCL3	CTCF	1
BCL3	MYC	1
BCL3	RUVBL2	1
BCL6	BCL6B	1
BCL6	HDAC5	1
BCL6	CDKN1B	1
BCL6	PRDM1	1
BCL6	CCND2	1
BCL6	MAPK1	1
BCL6	HDAC7	1
BCL6	JUND	1
BCL6	BCOR	1
BCL6	HDAC4	1
BCL6	PPARD	1
BCL6	CDKN1A	1
BCL6	STAT3	1
BCL6	BCL6	1
BCL6	LITAF	1
BCL6	JUNB	1
BCOR	CPNE1	1
BCOR	CPNE2	1
BCOR	HDAC5	1
BCOR	HDAC4	1
BCOR	BCL6	1
BCOR	MLLT3	1
BCOR	HDAC1	1
BCOR	USP7	1
BHLHE40	MEPCE	1
BHLHE40	ZCWPW1	1
BHLHE40	SETDB1	1
BHLHE40	MIEN1	1
BHLHE40	STMN1	1
BHLHE40	KDM6B	1
BHLHE40	KIAA2013	1
BHLHE40	CHD3	1
BHLHE40	SAE1	1
BHLHE40	ZC3H4	1
BHLHE40	FOXRED2	1
BHLHE40	SLC4A2	1
BHLHE40	SPCS1	1
BHLHE40	MIR3917	1
BHLHE40	CUTA	1
BHLHE40	STAT3	1
BHLHE40	NR6A1	1
BHLHE40	DAGLB	1
BHLHE40	TMEM194A	1
BHLHE40	BHLHE40	1
BHLHE40	SLC35C2	1
BHLHE40	HIF1A	1
BHLHE40	SLC30A3	1
BHLHE40	TBCEL	1
BHLHE40	BCAM	1
BHLHE40	GLT8D1	1
BHLHE40	NEAT1	1
BHLHE40	SYNGAP1	1
BHLHE40	RARA	1
BHLHE40	GZF1	1
BHLHE40	SLC7A5P2	1
BHLHE40	BHLHE41	1
BHLHE40	CDK5	1
BHLHE40	VIM	1
BHLHE40	GTF2H1	1
BHLHE40	BAX	1
BHLHE40	MRPL23-AS1	1
BHLHE40	RAD9A	1
BHLHE40	PES1	1
BHLHE40	SCAP	1
BHLHE40	ILF3	1
BMI1	KAT5	1
BMI1	BMI1	1
BRCA1	ATM	1
BRCA1	CTBP1	1
BRCA1	SMARCA4	1
BRCA1	FANCA	1
BRCA1	FOS	1
BRCA1	RBBP4	1
BRCA1	TUBB	1
BRCA1	PCNA	1
BRCA1	YY1	1
BRCA1	TUBG1	1
BRCA1	RELA	1
BRCA1	UBE2D3	1
BRCA1	DHX9	1
BRCA1	JUND	1
BRCA1	RBBP8	1
BRCA1	PSAP	1
BRCA1	RBBP7	1
BRCA1	POLR2A	1
BRCA1	AURKA	1
BRCA1	STAT1	1
BRCA1	TUBA4A	1
BRCA1	TP53BP1	1
BRCA1	POU2F1	1
BRCA1	CSTF1	1
BRCA1	SMAD4	1
BRCA1	MDC1	1
BRCA1	NFYA	1
BRCA1	E2F6	1
BRCA1	DDIT3	1
BRCA1	FAM175A	1
BRCA1	MAP3K3	1
BRCA1	CDK4	1
BRCA1	XRCC1	1
BRD7	DVL1	1
CBFB	RUNX1	1
CBFB	CBFA2T2	1
CBFB	CBFB	1
CBX3	HIST1H1E	1
CBX3	CBX5	1
CBX3	ATXN7L2	1
CBX3	TRIM28	1
CBX8	HAP1	1
CBX8	SETDB1	1
CBX8	CDKN1A	1
CBX8	MLLT1	1
CBX8	RING1	1
CBX8	KAT5	1
CBX8	EEF1G	1
CBX8	KAT7	1
CBX8	UNC119	1
CDX2	GSPT1	1
CEBPA	ITGAL	1
CEBPA	TBXAS1	1
CEBPA	VTN	1
CEBPA	DDX19B	1
CEBPA	NR3C1	1
CEBPA	MAD1L1	1
CEBPA	GRHL2	1
CEBPA	CHMP1B	1
CEBPA	EHHADH	1
CEBPA	FAM46A	1
CEBPA	SNORA42	1
CEBPA	TNRC6B	1
CEBPA	C1orf43	1
CEBPA	TENC1	1
CEBPA	AGT	1
CEBPA	RUNX1	1
CEBPA	PITPNC1	1
CEBPA	RNF44	1
CEBPA	GADD45A	1
CEBPA	G3BP2	1
CEBPA	NFIA	1
CEBPA	MMP11	1
CEBPA	UBR4	1
CEBPA	NCOA6	1
CEBPA	ASNA1	1
CEBPA	SLC45A3	1
CEBPA	FNIP2	1
CEBPA	EIF4G2	1
CEBPA	BBX	1
CEBPA	GFOD2	1
CEBPA	RTN4RL2	1
CEBPA	PCNA	1
CEBPA	ARF4	1
CEBPA	MORC2	1
CEBPA	NUPR1	1
CEBPA	PTRH2	1
CEBPA	LIPC	1
CEBPA	SMAD7	1
CEBPA	IL1A	1
CEBPA	RASGRP4	1
CEBPA	SCHIP1	1
CEBPA	SLC39A10	1
CEBPA	ADM	1
CEBPA	HSPA5	1
CEBPA	MANF	1
CEBPA	TIMM8A	1
CEBPA	SNORD97	1
CEBPA	ZC3H12A	1
CEBPA	ARID5A	1
CEBPA	FANCB	1
CEBPA	CSF3R	1
CEBPA	PPP2R2A	1
CEBPA	OSBPL3	1
CEBPA	HES6	1
CEBPA	APBA3	1
CEBPA	ELF4	1
CEBPA	MIR5696	1
CEBPA	MAP4K4	1
CEBPA	PLCB1	1
CEBPA	CCNB1	1
CEBPA	SNORA25	1
CEBPA	TLE3	1
CEBPA	PTPN14	1
CEBPA	C19orf80	1
CEBPA	CCL5	1
CEBPA	INHBA-AS1	1
CEBPA	MCOLN1	1
CEBPA	GLIS3	1
CEBPA	EPN3	1
CEBPA	MSANTD2	1
CEBPA	CUEDC2	1
CEBPA	ZBTB44	1
CEBPA	CDKN1A	1
CEBPA	SPP1	1
CEBPA	PTPN3	1
CEBPA	RAD23B	1
CEBPA	RETN	1
CEBPA	EDEM1	1
CEBPA	TRIB1	1
CEBPA	COMT	1
CEBPA	PRCD	1
CEBPA	MBD1	1
CEBPA	PRG2	1
CEBPA	SLC25A11	1
CEBPA	G0S2	1
CEBPA	NBR2	1
CEBPA	USP45	1
CEBPA	HSD17B11	1
CEBPA	FUT7	1
CEBPA	INPP5B	1
CEBPA	LTB	1
CEBPA	HPX	1
CEBPA	E2F2	1
CEBPA	GPR17	1
CEBPA	ARHGAP35	1
CEBPA	EXT1	1
CEBPA	ID2	1
CEBPA	ATP2B4	1
CEBPA	PPARG	1
CEBPA	HSD11B1	1
CEBPA	ZP3	1
CEBPA	ECE1	1
CEBPA	WWTR1	1
CEBPA	RIIAD1	1
CEBPA	TRIB3	1
CEBPA	MIR766	1
CEBPA	WRNIP1	1
CEBPA	DDIT3	1
CEBPA	ABCC1	1
CEBPA	LDLR	1
CEBPA	CDK14	1
CEBPA	OAZ1	1
CEBPA	BYSL	1
CEBPA	XDH	1
CEBPA	TXNIP	1
CEBPA	CBX5	1
CEBPA	NIPAL4	1
CEBPA	FOXP1	1
CEBPA	ATF2	1
CEBPA	TNFAIP3	1
CEBPA	LMO4	1
CEBPA	NDUFA4	1
CEBPA	BEND3	1
CEBPA	VASN	1
CEBPA	PPP1R9B	1
CEBPA	GNAT2	1
CEBPA	ZFX	1
CEBPA	PPFIA3	1
CEBPA	CPS1	1
CEBPA	NREP	1
CEBPA	KIF2A	1
CEBPA	KBTBD4	1
CEBPA	SNORA18	1
CEBPA	CD14	1
CEBPA	KIAA1045	1
CEBPA	FN1	1
CEBPA	TUBB2A	1
CEBPA	COPS5	1
CEBPA	ZNF277	1
CEBPA	DPYS	1
CEBPA	MYO1D	1
CEBPA	EFNB1	1
CEBPA	CREB5	1
CEBPA	TRAK1	1
CEBPA	SPI1	1
CEBPA	RNF219	1
CEBPA	ZNF385C	1
CEBPA	DOCK2	1
CEBPA	VPS53	1
CEBPA	PLEKHG2	1
CEBPA	CEBPA	1
CEBPA	SSH2	1
CEBPA	CHPF	1
CEBPA	TAL1	1
CEBPA	WDR78	1
CEBPA	IL6	1
CEBPA	FLJ20021	1
CEBPA	ACSL5	1
CEBPA	HAS2-AS1	1
CEBPA	RGS3	1
CEBPA	PDAP1	1
CEBPA	ME3	1
CEBPA	ANKH	1
CEBPA	SELT	1
CEBPA	LIMS2	1
CEBPA	SMARCA2	1
CEBPA	ANKRD17	1
CEBPA	CCL2	1
CEBPA	NFE2	1
CEBPA	ABCB1	1
CEBPA	SCD	1
CEBPA	CDIPT	1
CEBPA	RNF214	1
CEBPA	POLK	1
CEBPA	HAMP	1
CEBPA	ZMYND15	1
CEBPA	SNORA67	1
CEBPA	FZD5	1
CEBPA	COMMD3-BMI1	1
CEBPA	TOMM6	1
CEBPA	CHAF1B	1
CEBPA	ARSI	1
CEBPA	STK40	1
CEBPA	RNF212	1
CEBPA	GATA4	1
CEBPA	TP73	1
CEBPA	WNT10B	1
CEBPA	TBC1D24	1
CEBPA	STAT3	1
CEBPA	RUNX1T1	1
CEBPA	ARRDC5	1
CEBPA	CBX4	1
CEBPA	MAML3	1
CEBPA	DAGLB	1
CEBPA	SREBF1	1
CEBPA	RB1	1
CEBPA	TK2	1
CEBPA	SGMS2	1
CEBPA	STC2	1
CEBPA	IGF2-AS	1
CEBPA	DCAF7	1
CEBPA	SLC1A2	1
CEBPA	ALOX5AP	1
CEBPA	SNORA48	1
CEBPA	ATF7	1
CEBPA	INSR	1
CEBPA	CTDSP1	1
CEBPA	NFKBIL1	1
CEBPA	RAB3IP	1
CEBPA	HSPA4	1
CEBPA	SREBF2	1
CEBPA	EPC1	1
CEBPA	PPP1R15A	1
CEBPA	NMNAT2	1
CEBPA	TMEM33	1
CEBPA	CAPZA2	1
CEBPA	SNORD74	1
CEBPA	KIAA0319L	1
CEBPA	RALGDS	1
CEBPA	ELK1	1
CEBPA	LPXN	1
CEBPA	MIR1538	1
CEBPA	CSRP1	1
CEBPA	CFB	1
CEBPA	HMGN2	1
CEBPA	AMIGO1	1
CEBPA	TNRC18	1
CEBPA	RBM4	1
CEBPA	CD68	1
CEBPA	TPT1	1
CEBPA	PTEN	1
CEBPA	NBR1	1
CEBPA	MTHFD1L	1
CEBPA	BHLHE40	1
CEBPA	CETP	1
CEBPA	OGT	1
CEBPA	MIR33B	1
CEBPA	TTC3	1
CEBPA	GAS2	1
CEBPA	ACSS2	1
CEBPA	LASP1	1
CEBPA	STAG2	1
CEBPA	SLC9A1	1
CEBPA	ATP5G1	1
CEBPA	PKNOX2	1
CEBPA	STK19	1
CEBPA	MPG	1
CEBPA	CTSK	1
CEBPA	HINT1	1
CEBPA	TFAP4	1
CEBPA	ADAR	1
CEBPA	KIAA1161	1
CEBPA	RNF220	1
CEBPA	TSC22D3	1
CEBPA	HAUS2	1
CEBPA	PROSER1	1
CEBPA	CECR2	1
CEBPA	HOXA-AS3	1
CEBPA	TSPAN32	1
CEBPA	PREB	1
CEBPA	COTL1	1
CEBPA	ZCCHC24	1
CEBPA	DOC2B	1
CEBPA	SAMD4B	1
CEBPA	IRS1	1
CEBPA	ACVR1	1
CEBPA	TWF2	1
CEBPA	SNORA31	1
CEBPA	SOCS3	1
CEBPA	SETD5	1
CEBPA	CCDC39	1
CEBPA	ACACA	1
CEBPA	MRC2	1
CEBPA	LINC00114	1
CEBPA	ENPP3	1
CEBPA	ITSN1	1
CEBPA	DHX58	1
CEBPA	GANAB	1
CEBPA	CCNG2	1
CEBPA	FAM26F	1
CEBPA	KAT7	1
CEBPA	TLR9	1
CEBPA	DUSP10	1
CEBPA	ID1	1
CEBPA	MIR1281	1
CEBPA	SPTBN1	1
CEBPA	CSF1	1
CEBPA	UBP1	1
CEBPA	COMMD3	1
CEBPA	ASXL1	1
CEBPA	SLC31A1	1
CEBPA	NR4A2	1
CEBPA	LSP1	1
CEBPA	GHITM	1
CEBPA	ZCCHC2	1
CEBPA	PLXND1	1
CEBPA	KIRREL3-AS2	1
CEBPA	SORBS2	1
CEBPA	WDR83OS	1
CEBPA	ARID5B	1
CEBPA	AP2S1	1
CEBPA	PYGO2	1
CEBPA	JPH2	1
CEBPA	RBM47	1
CEBPA	MIR30E	1
CEBPA	GSK3B	1
CEBPA	ADIPOQ	1
CEBPA	COMMD9	1
CEBPA	FOXP2	1
CEBPA	PIAS1	1
CEBPA	GYS1	1
CEBPA	ITGA5	1
CEBPA	DLG5	1
CEBPA	ZBED3	1
CEBPA	PLXNC1	1
CEBPA	PCK2	1
CEBPA	SNORA8	1
CEBPA	SNORA29	1
CEBPA	MYC	1
CEBPA	ATF3	1
CEBPA	LGALS12	1
CEBPA	SEPHS1	1
CEBPA	SCGB1A1	1
CEBPA	HNRNPA1	1
CEBPA	ORC5	1
CEBPA	FTSJ3	1
CEBPA	ATAD2	1
CEBPA	BCL2	1
CEBPA	UHRF1	1
CEBPA	FAM129B	1
CEBPA	FCRL6	1
CEBPA	RBMS2	1
CEBPA	CIDEC	1
CEBPA	PRKRIR	1
CEBPA	NFYA	1
CEBPA	PBX1	1
